//Date and Time Voxelized: 
Sun Aug 18 13:07:16 2019
//World Voxel Size: 
0.01
//Voxel Amount in each direction (x, y, z): 
91	59	100
//The Voxel Information (First 4 numbers rgba, next 3 numbers voxel position (x, y, z), remaining normal vector (x, y, z)): 
1	1	1	1	1	0	-0	0	0	0.28
1	1	1	1	1	0	-0	0	0	0.29
1	1	1	1	1	0	0	0	0	0.3
1	1	1	1	1	0	0	0	0	0.31
1	1	1	1	1	0	0	0	0	0.32
1	1	1	1	0.0470562	-0.998892	1.35582e-05	0	0	0.33
1	1	1	1	0.0406891	-0.999046	-0.0158373	0	0	0.34
1	1	1	1	0.0286671	-0.999492	-0.0139331	0	0	0.35
1	1	1	1	0.0150723	-0.999866	-0.00642176	0	0	0.36
1	1	1	1	0.0056646	-0.999938	-0.00962009	0	0	0.37
1	1	1	1	0.00416406	-0.999991	2.9584e-06	0	0	0.38
1	1	1	1	0.000761287	-1	1.82127e-07	0	0	0.39
1	1	1	1	1	0	0	0	0	0.4
1	1	1	1	1	0	0	0	0	0.41
1	1	1	1	1	0	0	0	0	0.42
1	1	1	1	1	0	0	0	0	0.43
1	1	1	1	1	0	0	0	0	0.44
1	1	1	1	1	0	0	0	0	0.45
1	1	1	1	1	0	0	0	0	0.46
1	1	1	1	1	0	0	0	0	0.47
1	1	1	1	1	0	0	0	0	0.48
1	1	1	1	1	0	0	0	0	0.49
1	1	1	1	1	0	0	0	0	0.5
1	1	1	1	1	0	0	0	0	0.51
1	1	1	1	1	0	0	0	0	0.52
1	1	1	1	1	0	0	0	0	0.53
1	1	1	1	1	0	0	0	0	0.54
1	1	1	1	1	0	0	0	0	0.55
1	1	1	1	1	0	0	0	0	0.56
1	1	1	1	1	0	0	0	0	0.57
1	1	1	1	1	0	0	0	0	0.58
1	1	1	1	1	0	0	0	0	0.59
1	1	1	1	-9.00575e-05	-0.999999	0.00120339	0	0	0.6
1	1	1	1	0.000755579	-0.999995	0.00303906	0	0	0.61
1	1	1	1	0.00566461	-0.999938	0.00962035	0	0	0.62
1	1	1	1	0.0150723	-0.999866	0.0064221	0	0	0.63
1	1	1	1	0.0286671	-0.999492	0.013934	0	0	0.64
1	1	1	1	0.0406892	-0.999046	0.0158378	0	0	0.65
1	1	1	1	0.0503489	-0.998599	0.016272	0	0	0.66
1	1	1	1	1	-0	0	0	0	0.67
1	1	1	1	1	0	0	0	0	0.68
1	1	1	1	1	0	0	0	0	0.69
1	1	1	1	1	0	0	0	0	0.7
1	1	1	1	-1	0	-0	0	0	0.71
1	1	1	1	-0.999029	-0.0377348	-0.0227418	0	0.01	0.26
1	1	1	1	1	0	-0	0	0.01	0.27
1	1	1	1	1	0	-0	0	0.01	0.28
1	1	1	1	1	0	-0	0	0.01	0.29
1	1	1	1	1	0	-0	0	0.01	0.3
1	1	1	1	1	0	-0	0	0.01	0.31
1	1	1	1	1	0	-0	0	0.01	0.32
1	1	1	1	1	0	-0	0	0.01	0.33
1	1	1	1	1	0	-0	0	0.01	0.34
1	1	1	1	1	0	-0	0	0.01	0.35
1	1	1	1	1	0	-0	0	0.01	0.36
1	1	1	1	1	0	-0	0	0.01	0.37
1	1	1	1	1	0	0	0	0.01	0.38
1	1	1	1	1	0	0	0	0.01	0.39
1	1	1	1	1	0	0	0	0.01	0.4
1	1	1	1	1	0	0	0	0.01	0.41
1	1	1	1	1	0	0	0	0.01	0.42
1	1	1	1	1	0	0	0	0.01	0.43
1	1	1	1	1	0	0	0	0.01	0.44
1	1	1	1	1	0	0	0	0.01	0.45
1	1	1	1	1	0	0	0	0.01	0.46
1	1	1	1	1	0	0	0	0.01	0.47
1	1	1	1	1	0	0	0	0.01	0.48
1	1	1	1	1	0	0	0	0.01	0.49
1	1	1	1	1	0	0	0	0.01	0.5
1	1	1	1	1	0	0	0	0.01	0.51
1	1	1	1	1	0	0	0	0.01	0.52
1	1	1	1	1	0	0	0	0.01	0.53
1	1	1	1	1	0	0	0	0.01	0.54
1	1	1	1	1	0	0	0	0.01	0.55
1	1	1	1	1	0	0	0	0.01	0.56
1	1	1	1	1	0	0	0	0.01	0.57
1	1	1	1	1	0	0	0	0.01	0.58
1	1	1	1	1	0	0	0	0.01	0.59
1	1	1	1	1	0	0	0	0.01	0.6
1	1	1	1	1	0	0	0	0.01	0.61
1	1	1	1	1	0	0	0	0.01	0.62
1	1	1	1	1	0	0	0	0.01	0.63
1	1	1	1	1	0	0	0	0.01	0.64
1	1	1	1	1	0	0	0	0.01	0.65
1	1	1	1	1	0	0	0	0.01	0.66
1	1	1	1	1	0	0	0	0.01	0.67
1	1	1	1	1	0	0	0	0.01	0.68
1	1	1	1	1	0	0	0	0.01	0.69
1	1	1	1	1	0	0	0	0.01	0.7
1	1	1	1	1	0	0	0	0.01	0.71
1	1	1	1	1	0	0	0	0.01	0.72
1	1	1	1	-1	0	-0	0	0.01	0.73
1	1	1	1	1	0	-0	0	0.02	0.25
1	1	1	1	1	0	-0	0	0.02	0.26
1	1	1	1	1	0	-0	0	0.02	0.27
1	1	1	1	1	0	-0	0	0.02	0.28
1	1	1	1	1	0	-0	0	0.02	0.29
1	1	1	1	1	0	-0	0	0.02	0.3
1	1	1	1	1	0	-0	0	0.02	0.31
1	1	1	1	1	0	-0	0	0.02	0.32
1	1	1	1	1	0	-0	0	0.02	0.33
1	1	1	1	1	0	-0	0	0.02	0.34
1	1	1	1	1	0	-0	0	0.02	0.35
1	1	1	1	1	0	-0	0	0.02	0.36
1	1	1	1	1	0	-0	0	0.02	0.37
1	1	1	1	1	0	-0	0	0.02	0.38
1	1	1	1	1	0	-0	0	0.02	0.39
1	1	1	1	1	0	-0	0	0.02	0.4
1	1	1	1	1	0	-0	0	0.02	0.41
1	1	1	1	1	0	-0	0	0.02	0.42
1	1	1	1	1	0	-0	0	0.02	0.43
1	1	1	1	1	0	-0	0	0.02	0.44
1	1	1	1	1	0	-0	0	0.02	0.45
1	1	1	1	1	0	-0	0	0.02	0.46
1	1	1	1	1	0	-0	0	0.02	0.47
1	1	1	1	1	0	-0	0	0.02	0.48
1	1	1	1	1	0	-0	0	0.02	0.49
1	1	1	1	1	0	-0	0	0.02	0.5
1	1	1	1	1	0	-0	0	0.02	0.51
1	1	1	1	1	0	-0	0	0.02	0.52
1	1	1	1	1	0	-0	0	0.02	0.53
1	1	1	1	1	0	-0	0	0.02	0.54
1	1	1	1	1	0	0	0	0.02	0.55
1	1	1	1	1	0	0	0	0.02	0.56
1	1	1	1	1	0	0	0	0.02	0.57
1	1	1	1	1	0	0	0	0.02	0.58
1	1	1	1	1	0	0	0	0.02	0.59
1	1	1	1	1	0	0	0	0.02	0.6
1	1	1	1	1	0	0	0	0.02	0.61
1	1	1	1	1	0	0	0	0.02	0.62
1	1	1	1	1	0	0	0	0.02	0.63
1	1	1	1	1	0	0	0	0.02	0.64
1	1	1	1	1	0	0	0	0.02	0.65
1	1	1	1	1	0	0	0	0.02	0.66
1	1	1	1	1	0	0	0	0.02	0.67
1	1	1	1	1	0	0	0	0.02	0.68
1	1	1	1	1	0	0	0	0.02	0.69
1	1	1	1	1	0	0	0	0.02	0.7
1	1	1	1	1	0	0	0	0.02	0.71
1	1	1	1	1	0	0	0	0.02	0.72
1	1	1	1	1	0	0	0	0.02	0.73
1	1	1	1	1	0	0	0	0.02	0.74
1	1	1	1	1	-0	0	0	0.03	0.24
1	1	1	1	1	-0	0	0	0.03	0.25
1	1	1	1	1	-0	0	0	0.03	0.26
1	1	1	1	1	-0	0	0	0.03	0.27
1	1	1	1	1	-0	0	0	0.03	0.28
